title,house_name,price,position_info,longitude,latitude,url 
翠宏台 带入户花园 可改四房,华南碧桂园翠宏台,34586,华南,113.368864,23.003678,https://gz.lianjia.com/ershoufang/GZ0002990225.html
富力新村 三房精装 安静 东圃大马路旁,富力新村,28371,东圃,113.41048,23.126659,https://gz.lianjia.com/ershoufang/GZ0003010869.html
教育学院 校园环境 南向一房一厅 装修新,广东教育学院7栋,26471,赤岗,113.325081,23.103009,https://gz.lianjia.com/ershoufang/GZ0003020032.html
名汇商业大厦 高层 朝向好 通风采光佳,名汇商业大厦,39320,西关,113.253638,23.120926,https://gz.lianjia.com/ershoufang/GZ0003112301.html
自在城市花园二期 精装修装修 自住保养好,自在城市花园二期诺德中心城,30151,华南,113.357333,22.995382,https://gz.lianjia.com/ershoufang/GZ0003043516.html
新丽苑 三房两厅 交通方便,新丽苑,17462,龙溪,113.194771,23.077419,https://gz.lianjia.com/ershoufang/GZ0002185788.html
华景新城五期 电梯三房 安静采光好,华景新城怡华台,50549,华景新城,113.368997,23.146483,https://gz.lianjia.com/ershoufang/GZ0002185915.html
共和原装电梯 铁一 三房带主套双阳台,教师宿舍,67708,杨箕,113.314667,23.129785,https://gz.lianjia.com/ershoufang/GZ0002606284.html
华南碧桂园  诚意出售 心动不如,华南碧桂园翡翠苑,35769,华南,113.364126,23.00194,https://gz.lianjia.com/ershoufang/GZ0002618467.html
美林海岸 安静望泳池  带主套 带平台,美林海岸花园海星苑,58532,员村,113.379237,23.119996,https://gz.lianjia.com/ershoufang/GZ0003027745.html
锦绣香江 丁香园联排别墅 实用私家花园,锦绣香江花园丁香园,58896,华南,113.346492,23.001218,https://gz.lianjia.com/ershoufang/GZ0003033709.html
易丰大厦 安静东向 望花园实用2房,易丰大厦,61083,天河公园,113.358932,23.134604,https://gz.lianjia.com/ershoufang/GZ0002977220.html
新装单身一房 户型方正 安静舒适,鸿翔大厦,86935,天河北,113.347724,23.147658,https://gz.lianjia.com/ershoufang/GZ0002396317.html
锦绣香江山水园 采光好 近地铁 三房,锦绣香江花园山水园,38252,华南,113.342903,23.000994,https://gz.lianjia.com/ershoufang/GZ0002814228.html
珠江帝景 安静望花园五房 精装主卧带阳台,珠江帝景苑克莱国际公寓灏景轩,52550,赤岗,113.333391,23.110206,https://gz.lianjia.com/ershoufang/GZ0002331474.html
天诚广场 南向3房 户型方正 采光好,天诚广场,55182,天河北,113.347364,23.148405,https://gz.lianjia.com/ershoufang/GZ0003044321.html
凤凰城凤馨苑 南向温馨三房,碧桂园凤凰城凤馨苑,25431,新塘,113.606996,23.147009,https://gz.lianjia.com/ershoufang/GZ0003050673.html
翡翠绿洲 森林半岛 南北对流两房,翡翠绿洲森林半岛,20462,新塘,113.565886,23.142768,https://gz.lianjia.com/ershoufang/GZ0003064982.html
前进路 中层三房 配套完善,前进路,26923,前进路,113.282184,23.107747,https://gz.lianjia.com/ershoufang/GZ0003030448.html
翠绿洲 精装三房 望花园 东西向,翡翠绿洲森林半岛,21088,新塘,113.565886,23.142768,https://gz.lianjia.com/ershoufang/GZ0002620643.html
东丽园  四房出售  少有放盘,东丽园五街,24000,市桥,113.382736,22.93741,https://gz.lianjia.com/ershoufang/GZ0002723974.html
迎宾路 自在城市花园 自在豪庭,自在城市花园自在豪庭,27052,华南,113.35501,22.995223,https://gz.lianjia.com/ershoufang/GZ0002737364.html
马赛国际公寓 方正三房 精装修 保养好,马赛国际公寓,65694,珠江新城东,113.357947,23.129949,https://gz.lianjia.com/ershoufang/GZ0002763485.html
美林海岸花园 视野开阔望花园安静,美林海岸花园蓝月湾畔,61523,员村,113.377683,23.119713,https://gz.lianjia.com/ershoufang/GZ0002783505.html
东方名都 配套成熟 位置安静 视野开阔,东方名都,26047,新塘,113.599703,23.130007,https://gz.lianjia.com/ershoufang/GZ0002793322.html
怡侨大厦 电梯 华阳** 大三房,怡侨大厦,59434,体育中心,113.338615,23.147033,https://gz.lianjia.com/ershoufang/GZ0002847169.html
珠江俊园 安静温馨三居 户型好看小区花园,珠江俊园,62408,华景新城,113.373183,23.141238,https://gz.lianjia.com/ershoufang/GZ0002853144.html
省水科院 东西对流 通风采光好,省水科院,73864,天润路,113.340025,23.150999,https://gz.lianjia.com/ershoufang/GZ0002942082.html
芳草园 东南向三房 精装修 厅出阳台望花,芳草园B区,79688,天河北,113.343209,23.148811,https://gz.lianjia.com/ershoufang/GZ0002568704.html
跑马地花园 正规两房一厅 通风透气,跑马地花园,56601,珠江新城东,113.357021,23.129775,https://gz.lianjia.com/ershoufang/GZ0003099517.html
云泉居 精致三房 视野好,云泉居,26957,白云大道北,113.293565,23.222856,https://gz.lianjia.com/ershoufang/GZ0003060626.html
泓景花园 北向实用三房 装修保养好,泓景花园,57615,赤岗,113.335085,23.104655,https://gz.lianjia.com/ershoufang/GZ0002870015.html
实用舒适单位 五房一厅 配套完善,麓景路上塘街,34127,麓景,113.284339,23.150092,https://gz.lianjia.com/ershoufang/GZ0002981840.html
正规一房一厅 南向望江 视野开扬,绿地滨江汇,30328,工业大道中,113.280019,23.07161,https://gz.lianjia.com/ershoufang/GZ0002888078.html
翡翠绿洲 森林半岛 精装三房,翡翠绿洲森林半岛,23749,新塘,113.565886,23.142768,https://gz.lianjia.com/ershoufang/GZ0002999055.html
新月明珠花园 精装四房 交通便利 环境好,新月明珠花园,37209,大石,113.327027,23.021708,https://gz.lianjia.com/ershoufang/GZ0003008981.html
棠德花园 温馨2房 户型好 方正实用,棠德花园A区,27049,棠下,113.388234,23.138665,https://gz.lianjia.com/ershoufang/GZ0002643876.html
穗园小区 东北三房 精装修 安静舒适,穗园小区,63218,天润路,113.3463,23.151544,https://gz.lianjia.com/ershoufang/GZ0002751105.html
裕福花园  近地铁  小区环境好,裕福花园,31353,市桥,113.360611,22.95434,https://gz.lianjia.com/ershoufang/GZ0002790924.html
淘金坑 东南向两房 华侨外国语,淘金路淘金坑,47146,淘金,113.293053,23.145061,https://gz.lianjia.com/ershoufang/GZ0002815167.html
富力桃园 D区高层3房,富力桃园,36000,罗冲围,113.238036,23.15677,https://gz.lianjia.com/ershoufang/GZ0002852369.html
凤凰城凤馨苑 位置安静,碧桂园凤凰城凤馨苑,23398,新塘,113.606996,23.147009,https://gz.lianjia.com/ershoufang/GZ0002888360.html
愉景雅苑 电梯两房 安静不吵,愉景雅苑翠林居,52840,新港西,113.320439,23.103836,https://gz.lianjia.com/ershoufang/GZ0002913820.html
天河北苑 实用四房 精装修,天河北苑B栋鸿兴阁,31326,沙太南,113.333395,23.172264,https://gz.lianjia.com/ershoufang/GZ0002922298.html
万科城市花园 实用大三房 带前后大花园,万科城市花园,40571,区府,113.475207,23.111503,https://gz.lianjia.com/ershoufang/GZ0002927425.html
顺德碧桂园芷兰湾 电梯三房出售,顺德碧桂园芷兰湾,15766,钟村,113.281626,22.958325,https://gz.lianjia.com/ershoufang/GZ0002935824.html
光复北路 步梯实用三室 南向单位 采光好,光复北路,22947,西华路,113.259888,23.133056,https://gz.lianjia.com/ershoufang/GZ0002947616.html
世家 四房双主套 中层安静望花园,汇景新城世家,62671,五山,113.379016,23.155086,https://gz.lianjia.com/ershoufang/GZ0002971714.html
云裳丽影 方正宽敞3房 装修保养好,云裳丽影,51961,同和,113.334815,23.199756,https://gz.lianjia.com/ershoufang/GZ0002986763.html
世家 四房双主套 高层单位 视野开阔,汇景新城世家,67147,五山,113.379016,23.155086,https://gz.lianjia.com/ershoufang/GZ0003083716.html
万科城市花园 实用三房 交通方便,万科城市花园,35638,区府,113.475207,23.111503,https://gz.lianjia.com/ershoufang/GZ0003101193.html
祥辉广场 实用三房 安静不吵,祥辉广场,20335,区府,113.486696,23.099453,https://gz.lianjia.com/ershoufang/GZ0002609326.html
世家 四房双主套 高层单位 视野开阔,汇景新城世家,67147,五山,113.379016,23.155086,https://gz.lianjia.com/ershoufang/GZ0003083716.html
银汇华庭 厅出阳台 户型方正 住家装修,银汇华庭银汇大厦,65789,天润路,113.351248,23.149829,https://gz.lianjia.com/ershoufang/GZ0003029879.html
易丰大厦 方正两房 交通便利 购物方便,易丰大厦,63796,天河公园,113.358932,23.134604,https://gz.lianjia.com/ershoufang/GZ0002730249.html
侨林苑 温馨两房 保养好 华阳**,侨林苑一期,80000,天河北,113.336065,23.149909,https://gz.lianjia.com/ershoufang/GZ0002975080.html
电梯三房 保养新 间隔方正,保利百合花园芳园,47549,江燕路,113.282666,23.078949,https://gz.lianjia.com/ershoufang/GZ0002548034.html
信成小区 大型社区，周边配套成熟交通方便,信成小区天河东路,52989,体育中心,113.339142,23.145219,https://gz.lianjia.com/ershoufang/GZ0002618342.html
景泰新村 中层三房 生活便利,景泰新村景泰西三巷,22667,广园路,113.274184,23.16587,https://gz.lianjia.com/ershoufang/GZ0002649459.html
天朗明居 温馨两房 装修保养好,富力天朗明居S区,43681,棠下,113.398136,23.132471,https://gz.lianjia.com/ershoufang/GZ0002788691.html
翡翠绿洲森林半岛 精装两房,翡翠绿洲森林半岛,21622,新塘,113.565886,23.142768,https://gz.lianjia.com/ershoufang/GZ0002862409.html
金田花苑 已加装电梯三房 采光通风好,金田花苑,60683,天河北,113.342589,23.148793,https://gz.lianjia.com/ershoufang/GZ0002867183.html
翡翠绿洲森林半岛 精装两房,翡翠绿洲森林半岛,21622,新塘,113.565886,23.142768,https://gz.lianjia.com/ershoufang/GZ0002862409.html
顺景雅苑 地铁沿线大型花园小区 舒适三房,顺景雅苑顺雅居,43902,新港西,113.29976,23.094159,https://gz.lianjia.com/ershoufang/GZ0002905065.html
聚德花园 高层单位 电梯两房,聚德花园,34101,赤岗,113.338396,23.08985,https://gz.lianjia.com/ershoufang/GZ0002916398.html
珠江新城 易丰大厦 单间带阳台 交通好,易丰大厦,55331,天河公园,113.358932,23.134604,https://gz.lianjia.com/ershoufang/GZ0002928152.html
育蕾小区 大两房 正南向 采光好,育蕾小区黄埔大道西,48896,天河南,113.329475,23.133995,https://gz.lianjia.com/ershoufang/GZ0002943775.html
加拿大花园 电梯两房,加拿大花园,45205,华景新城,113.374508,23.142588,https://gz.lianjia.com/ershoufang/GZ0002993765.html
东南向电梯大两房视野望花园,金桂园云华阁,31635,桂花岗,113.270586,23.159724,https://gz.lianjia.com/ershoufang/GZ0002997823.html
南贤大街 三房一厅 格局方正 通风采光好,大江苑南贤大街,24528,新港西,113.320883,23.105407,https://gz.lianjia.com/ershoufang/GZ0002273768.html
百事佳新村 精致一房一厅 采光通风,百事佳新村B区,20404,广园路,113.271852,23.171001,https://gz.lianjia.com/ershoufang/GZ0002991403.html
富力院士庭 精装2房 望花园景观房,富力院士庭C1区,62558,东莞庄,113.343358,23.15718,https://gz.lianjia.com/ershoufang/GZ0002887913.html
汇景新城旁边 温馨 采光好 户型方正,棠兴街2-6号大院,26506,华景新城,113.380763,23.144929,https://gz.lianjia.com/ershoufang/GZ0002733115.html
南华东路 全明对流两房 有独立天台,南华东路,26610,滨江西,113.273407,23.116783,https://gz.lianjia.com/ershoufang/GZ0002743964.html
赛拉维 南向方正两房 安静望花园,赛拉维,54901,员村,113.363866,23.127922,https://gz.lianjia.com/ershoufang/GZ0002872539.html
天誉花园 两房两厅 通风采光好,天誉花园,68356,天河北,113.332917,23.151935,https://gz.lianjia.com/ershoufang/GZ0002877221.html
半山雍景 温馨三房 户型方正,半山雍景苑,51748,五山,113.370916,23.150409,https://gz.lianjia.com/ershoufang/GZ0002924350.html
实用两房 装修保养好 南向单位,建基路,35065,东晓路,113.292927,23.106101,https://gz.lianjia.com/ershoufang/GZ0002245007.html
怡园小区 南北对流 交通便利,怡园小区,27778,区府,113.458036,23.107971,https://gz.lianjia.com/ershoufang/GZ0002783595.html
丰乐中路 丰乐小区 格局方正 高层采光好,丰乐小区91号大院,23434,区府,113.460621,23.11052,https://gz.lianjia.com/ershoufang/GZ0002923902.html
前进路 基立南街 实用温馨单位 配套完善,前进路基立南街,21852,前进路,113.281249,23.109313,https://gz.lianjia.com/ershoufang/GZ0002763191.html
东华花园 4房2厅2卫 楼梯房 精装修,东华花园,22632,市桥,113.401869,22.950737,https://gz.lianjia.com/ershoufang/GZ0003038275.html
红顶E区 户型方正 东西通透 全明屋,五羊小区E区,47747,五羊新城,113.32072,23.123385,https://gz.lianjia.com/ershoufang/GZ0003022627.html
广梅汕宿舍 温馨三房 住家装修,广梅汕宿舍,56604,龙口西,113.342143,23.141693,https://gz.lianjia.com/ershoufang/GZ0002784966.html
金碧花园 南北通透 中高楼层,金碧花园第一金碧,44304,金碧,113.293993,23.075858,https://gz.lianjia.com/ershoufang/GZ0002895740.html
金碧翡翠华庭 东南向三厅出阳台 产权清晰,金碧翡翠华庭,70594,天润路,113.348564,23.149198,https://gz.lianjia.com/ershoufang/GZ0002921696.html
羊城花园 南北对流 采光通风好,羊城花园趣苑,38272,东圃,113.417172,23.124208,https://gz.lianjia.com/ershoufang/GZ0002983007.html
东莞庄路天一新村 H区 精装3房,天一新村H区,53399,东莞庄,113.342429,23.161029,https://gz.lianjia.com/ershoufang/GZ0002291494.html
万科欧泊 精致三房带主套 南北对流,新光城市花园四期万科欧泊,42105,华南,113.360977,23.017329,https://gz.lianjia.com/ershoufang/GZ0003095821.html
祈福新村海晴居三房 中间好楼层产权清晰,祈福新村海晴居,28205,祈福,113.327926,22.966773,https://gz.lianjia.com/ershoufang/GZ0003103885.html
天誉华庭 名家设计精装三房 厅出阳台,天誉华庭,68482,龙口西,113.34354,23.144709,https://gz.lianjia.com/ershoufang/GZ0002310692.html
盈丰华轩电梯2房 户型方正 保养新,盈丰华轩,43805,江燕路,113.284601,23.079532,https://gz.lianjia.com/ershoufang/GZ0002757748.html
新康花园康馨苑 4房电梯 南向望花园,新康花园康馨苑,16067,新塘,113.597381,23.119718,https://gz.lianjia.com/ershoufang/GZ0002771137.html
华景新城 公安宿舍 精装两房,华景公安宿舍,47280,华景新城,113.3634,23.142168,https://gz.lianjia.com/ershoufang/GZ0002846572.html
黄沙后道 楼梯低层两房 交通方便,黄沙后道,28048,黄沙,113.244028,23.117211,https://gz.lianjia.com/ershoufang/GZ0002858400.html
紫荆小区 实用舒适单位 配套完善,紫荆小区紫荆二街,64007,天河北,113.333583,23.150332,https://gz.lianjia.com/ershoufang/GZ0002962078.html
时代玫瑰园 电梯三房 温馨装修 户型通透,时代玫瑰园,36824,白云大道北,113.292806,23.230914,https://gz.lianjia.com/ershoufang/GZ0002976969.html
周边配套成熟 中层精装三房 南北通透修改,朝阳西路,22446,大石,113.313198,23.029677,https://gz.lianjia.com/ershoufang/GZ0003006938.html
翡翠绿洲 森林半岛 南北通透 带入户花园,翡翠绿洲森林半岛,20018,新塘,113.565886,23.142768,https://gz.lianjia.com/ershoufang/GZ0002554306.html
富力桃园 舒适两房 中高楼层,富力桃园,37209,罗冲围,113.238036,23.15677,https://gz.lianjia.com/ershoufang/GZ0003098808.html
富力桃园 2室2厅 300万,富力桃园,37037,罗冲围,113.238036,23.15677,https://gz.lianjia.com/ershoufang/GZ0003075959.html
龙熹山 欧式三房 高层景观好 通风佳,汇景新城龙熹山,58382,五山,113.382523,23.154048,https://gz.lianjia.com/ershoufang/GZ0003084022.html
时代玫瑰园 南向保养新净 厅出阳台,时代玫瑰园,41038,白云大道北,113.292806,23.230914,https://gz.lianjia.com/ershoufang/GZ0003080980.html
翡翠绿洲育才阳光苑 顶层复式 一手毛坯,翡翠绿洲育才阳光苑,15239,新塘,113.565132,23.138681,https://gz.lianjia.com/ershoufang/GZ0002185614.html
丰逸尙居 精装大三房 地铁口物业,丰逸尚居,29730,区府,113.474691,23.104665,https://gz.lianjia.com/ershoufang/GZ0002743423.html
温馨实用电梯单位 3房 装修保养好,汇侨新城南区,27184,新市,113.264622,23.203667,https://gz.lianjia.com/ershoufang/GZ0003083410.html
凤凰城 凤盈苑 南向四房 精装修,碧桂园凤凰城凤盈苑,26200,新塘,113.570507,23.133153,https://gz.lianjia.com/ershoufang/GZ0002811286.html
建丰大厦 电梯三房 安静小区 交通便利,建丰大厦,52083,天河南,113.336689,23.13726,https://gz.lianjia.com/ershoufang/GZ0002996966.html
三房带主套 户型方正 南北对流 采光好,雅郡花园熙源,48846,琶洲,113.394315,23.096907,https://gz.lianjia.com/ershoufang/GZ0003012659.html
冶炼厂宿舍 装修保养好 户型方正,冶炼厂宿舍,21008,区府,113.500238,23.094192,https://gz.lianjia.com/ershoufang/GZ0002243645.html
荔香花园实用精致两房带天台花园,荔香花园,25000,区府,113.45077,23.102132,https://gz.lianjia.com/ershoufang/GZ0002616873.html
实用舒适单位 配套完善,金穗大厦,50860,体育中心,113.322559,23.141366,https://gz.lianjia.com/ershoufang/GZ0003077902.html
华景新城华景里 南北对流 安静舒适,华景新城信华花园,63214,华景新城,113.371166,23.146359,https://gz.lianjia.com/ershoufang/GZ0003062606.html
时尚明苑 精装3房 交通便利,时尚明苑,44290,车陂,113.400706,23.131288,https://gz.lianjia.com/ershoufang/GZ0002990621.html
黄埔雅苑 南向三房 电梯中层精装修,黄埔新村黄埔雅苑,38577,区府,113.467182,23.107624,https://gz.lianjia.com/ershoufang/GZ0002721156.html
活力花园大两房 精装修,祈福新村活力花园,29070,祈福,113.334969,22.974651,https://gz.lianjia.com/ershoufang/GZ0002946696.html
富力阳光美居 户型靓两房 装修保养好,富力阳光美居,31946,黄石路,113.266102,23.209151,https://gz.lianjia.com/ershoufang/GZ0002993560.html
时代玫瑰园 温馨南向两房 通风采光好,时代玫瑰园,45000,白云大道北,113.292806,23.230914,https://gz.lianjia.com/ershoufang/GZ0003062384.html
芳满庭园 一房一厅 格局方正,华景新城芳满庭园,72319,华景新城,113.369342,23.147573,https://gz.lianjia.com/ershoufang/GZ0002714774.html
兵站宿舍 成熟配套 交通便利 荔园**,兵站宿舍,27464,区府,113.444336,23.104663,https://gz.lianjia.com/ershoufang/GZ0002748028.html
汇峰苑 东向两房 体育东** 带租约出售,汇峰,81163,珠江新城中,113.336953,23.126379,https://gz.lianjia.com/ershoufang/GZ0002974229.html
金碧世纪花园 高楼层 精装修,金碧世纪花园,37681,区府,113.435542,23.120228,https://gz.lianjia.com/ershoufang/GZ0002975644.html
丽江九如通津 西南向三房 双阳台 电梯,丽江花园九如通津,31776,南浦,113.302336,23.038615,https://gz.lianjia.com/ershoufang/GZ0002981382.html
汇侨新城 厅出阳台,汇侨新城北区,29136,新市,113.26402,23.206519,https://gz.lianjia.com/ershoufang/GZ0003068907.html
犀牛路三房出售,犀牛路,61358,环市东,113.302346,23.1392,https://gz.lianjia.com/ershoufang/GZ0003095074.html
西环大街 三房 户型方正 中层带装修,西丽路西环大街,17534,市桥,113.360498,22.944963,https://gz.lianjia.com/ershoufang/GZ0003095835.html
翡翠绿洲 精装两房 望花园 安静舒适,翡翠绿洲森林半岛,22727,新塘,113.565886,23.142768,https://gz.lianjia.com/ershoufang/GZ0002721124.html
海伦堡御院 楼梯低层 靓装修,番禺海伦堡御院,27723,沙湾,113.367434,22.933183,https://gz.lianjia.com/ershoufang/GZ0002761853.html
合生颐景华苑。东晓南近地铁,合生颐景华苑颐韵轩,42857,金碧,113.303101,23.076863,https://gz.lianjia.com/ershoufang/GZ0002743559.html
山河后街 大院管理 方正实用 中低楼层,山河后街61号大院,66875,东山口,113.305922,23.124922,https://gz.lianjia.com/ershoufang/GZ0003052939.html
紫薇苑 两房一厅 格局方正,紫薇苑,21455,同德围,113.248647,23.185745,https://gz.lianjia.com/ershoufang/GZ0003094957.html
西兴苑 配套好 南向两房,西兴苑11幢,13689,市桥,113.364598,22.936659,https://gz.lianjia.com/ershoufang/GZ0003095146.html
一房一厅 格局好 适合居家,景泰新村景泰西八巷,24716,广园路,113.27467,23.170999,https://gz.lianjia.com/ershoufang/GZ0003096078.html
骏景花园 高层东向 精致三房 户型方正,骏景花园北苑骏豪轩,53436,棠下,113.391645,23.129132,https://gz.lianjia.com/ershoufang/GZ0003029967.html
美心翡翠明庭 标准电梯四房 精装,美心翡翠明庭,26525,市桥,113.408042,22.941783,https://gz.lianjia.com/ershoufang/GZ0003097238.html
华景五期 送平台 东向望花园 安静不吵,华景新城福门阁,61909,华景新城,113.366076,23.145463,https://gz.lianjia.com/ershoufang/GZ0003076059.html
锦绣香江  华府二期  高层  采光好,锦绣香江花园山水华府,41758,华南,113.347834,22.998641,https://gz.lianjia.com/ershoufang/GZ0003040836.html
东华东路 独栋别墅 环境安静,东华东路新南街,79125,东湖,113.296193,23.126551,https://gz.lianjia.com/ershoufang/GZ0003041023.html
白云大道南 三房两厅 格局方正,白云大道南,26084,白云大道南,113.282579,23.181186,https://gz.lianjia.com/ershoufang/GZ0003044957.html
祈福新村 绿怡居 一楼两房 带前后露台,祈福新村绿怡居,29982,祈福,113.335358,22.969143,https://gz.lianjia.com/ershoufang/GZ0003095925.html
润寿小区 实用2房 间隔方正,润寿小区林和街,54310,天润路,113.339733,23.149521,https://gz.lianjia.com/ershoufang/GZ0002567045.html
金海花园 实用舒适两房 配套完善,金海花园,60811,龙口西,113.3453,23.146266,https://gz.lianjia.com/ershoufang/GZ0003022736.html
黄沙大道 实用两房 光线充足 通风性好,黄沙大道,20304,黄沙,113.238705,23.121158,https://gz.lianjia.com/ershoufang/GZ0002781618.html
金港花园 证过五年 精致一房,金港花园,41951,区府,113.452903,23.103204,https://gz.lianjia.com/ershoufang/GZ0002829701.html
怡乐路 方正一房 安静舒适 近地铁,怡乐路,25025,新港西,113.295038,23.099877,https://gz.lianjia.com/ershoufang/GZ0002839738.html
北较场路精致3房2厅明屋近地铁,北较场路,32673,小北,113.281775,23.143894,https://gz.lianjia.com/ershoufang/GZ0002198744.html
竹丝村 电梯五房双阳台双卫 舒适带停车位,竹丝村,55255,东山口,113.298757,23.136401,https://gz.lianjia.com/ershoufang/GZ0003055876.html
广州奥林匹克花园 复式4房 南向采光好,广州奥林匹克花园东九街,32061,洛溪,113.315279,23.049148,https://gz.lianjia.com/ershoufang/GZ0002567070.html
华景新城公安宿舍 电梯两房 南北通透,华景公安宿舍,49197,华景新城,113.3634,23.142168,https://gz.lianjia.com/ershoufang/GZ0002985066.html
广州雅居乐花园 新地沁园 精致三房,广州雅居乐花园新地沁园,37657,华南,113.377016,23.014672,https://gz.lianjia.com/ershoufang/GZ0003071416.html
恒宝华庭 间隔方正 安静宜居 望花园平台,恒宝华庭,55147,西关,113.24781,23.123393,https://gz.lianjia.com/ershoufang/GZ0003031152.html
美林海岸花园 西南向望花园  安静通透,美林海岸花园云河轩,64467,员村,113.380396,23.1202,https://gz.lianjia.com/ershoufang/GZ0003030449.html
华南碧桂园 岭御苑 南北对流 望山单位,华南碧桂园岭御苑,32922,华南,113.380279,23.008204,https://gz.lianjia.com/ershoufang/GZ0002990238.html
珠岛花园 精致装修 南向一房,珠岛花园一期,25143,大坦沙,113.229458,23.136179,https://gz.lianjia.com/ershoufang/GZ0003028341.html
天虹花园 交通便利 采光好 带35平平台,天虹花园,27000,区府,113.437455,23.114826,https://gz.lianjia.com/ershoufang/GZ0003034156.html
民航小区 中层两房 精装修,民航小区向云新街,36111,白云大道南,113.275666,23.178213,https://gz.lianjia.com/ershoufang/GZ0003035454.html
云苑新村 格局方正 采光通风好,广园云苑新村云苑三街,19916,广园路,113.276834,23.172529,https://gz.lianjia.com/ershoufang/GZ0003063673.html
瑞康大厦 格局方正 采光好,瑞康大厦,19000,新港西,113.303411,23.093513,https://gz.lianjia.com/ershoufang/GZ0003064271.html
金泽大厦 东南向2房 高楼层无遮挡。,金泽大厦,47068,天河南,113.335093,23.133339,https://gz.lianjia.com/ershoufang/GZ0003069893.html
实用温馨三房单位 双阳台  配套完善,江南大道南水厂宿舍,39390,昌岗,113.284164,23.093022,https://gz.lianjia.com/ershoufang/GZ0003071122.html
子岭 长安厚街 三房两厅 高层南向,景松苑,19792,大金钟,113.280849,23.173539,https://gz.lianjia.com/ershoufang/GZ0003073456.html
汇侨新城 东南向 实用三房 干净舒适,汇侨新城南区,28101,新市,113.264622,23.203667,https://gz.lianjia.com/ershoufang/GZ0003095676.html
石牌西天晟明苑精装两房 交通便利 配套齐,天晟明苑,45726,石牌,113.344922,23.134369,https://gz.lianjia.com/ershoufang/GZ0003043935.html
瑞安创逸 精装修 厅出阳台 安静舒适,瑞安·创逸,81720,龙口东,113.346934,23.146529,https://gz.lianjia.com/ershoufang/GZ0003045828.html
天朗明居 温馨南向两房 户型方正,富力天朗明居S区,46828,棠下,113.398136,23.132471,https://gz.lianjia.com/ershoufang/GZ0002810324.html
新世界东逸花园 南北向3房 方正实用,新世界东逸花园,61337,天河公园,113.366409,23.134098,https://gz.lianjia.com/ershoufang/GZ0003071061.html
保利林语山庄 精装三房 大户型,保利林语山庄6区,33237,科学城,113.460551,23.188171,https://gz.lianjia.com/ershoufang/GZ0003095970.html
西门口广场 电梯两房 空中花园,西门口广场,58000,西华路,113.259742,23.133441,https://gz.lianjia.com/ershoufang/GZ0003103999.html
实用温馨单位 配套设施方便,下塘西路,34149,麓景,113.2808,23.151624,https://gz.lianjia.com/ershoufang/GZ0003107665.html
琶洲磨碟砂地铁 邦泰国际 70年产权,邦泰国际公寓,44080,琶洲,113.345826,23.104576,https://gz.lianjia.com/ershoufang/GZ0002899223.html
黄华路 方正两房 住家装修,黄华路中约外街,42857,建设路,113.2846,23.140555,https://gz.lianjia.com/ershoufang/GZ0003108725.html
东莞庄 广工教师村 南向三房 小区安静,广东工业大学五山教师村,54762,东莞庄,113.343835,23.156162,https://gz.lianjia.com/ershoufang/GZ0002606390.html
晓港湾 户型方正 实用舒适一房,晓港湾明华苑,29577,金碧,113.30069,23.075054,https://gz.lianjia.com/ershoufang/GZ0003041276.html
黄埔花园 格局方正，使用率高,黄埔花园,40000,区府,113.462888,23.104905,https://gz.lianjia.com/ershoufang/GZ0003080806.html
翠湖山庄 三房两厅 西南向望花园 视野好,翠湖山庄,48598,天河公园,113.359064,23.132577,https://gz.lianjia.com/ershoufang/GZ0002740689.html
金碧世纪花园  实用三房 采光通风,金碧世纪花园,40104,区府,113.435542,23.120228,https://gz.lianjia.com/ershoufang/GZ0002813519.html
富力御龙庭 精致大两房,富力御龙庭,68288,淘金,113.302276,23.148883,https://gz.lianjia.com/ershoufang/GZ0002916367.html
富豪山庄 联排五房别墅,富豪山庄第五街,26355,祈福,113.356625,22.975744,https://gz.lianjia.com/ershoufang/GZ0002944079.html
罗马家园 温馨实用三房 格局方正,罗马家园凯旋庭,37382,南洲,113.327584,23.067175,https://gz.lianjia.com/ershoufang/GZ0002973958.html
协和新世界 精致温馨两房 采光装修保养好,协和新世界,71579,天河北,113.344584,23.147957,https://gz.lianjia.com/ershoufang/GZ0003020845.html
云山居 实用三房 景观好 通风采光好,云山居,23592,白云大道北,113.303415,23.218302,https://gz.lianjia.com/ershoufang/GZ0002905800.html
惠苑楼 稀有房型 对流 超低价,惠苑楼,27647,车陂,113.40375,23.131963,https://gz.lianjia.com/ershoufang/GZ0002391844.html
南国花园，方正实用三房，不超**。,南国花园D区,72961,珠江新城东,113.350512,23.121323,https://gz.lianjia.com/ershoufang/GZ0002449959.html
荟雅苑 3室2厅 670万,荟雅苑,63810,天河北,113.333166,23.148453,https://gz.lianjia.com/ershoufang/GZ0002642027.html
三元里大道 合益小区 实用两房 全新装修,合益小区合益街,15338,机场路,113.255549,23.181411,https://gz.lianjia.com/ershoufang/GZ0002661933.html
保利中辰 精装两房 南北对流,保利中辰广场,80745,龙口西,113.343168,23.140892,https://gz.lianjia.com/ershoufang/GZ0002765976.html
华景新城 三房两卫 看房方便,华景新城芳满庭园,56701,华景新城,113.369342,23.147573,https://gz.lianjia.com/ershoufang/GZ0002286468.html
